X,Y
0.1267095741301767,0.7146612797850621
0.9266447027067374,-0.4447587864251254
0.8576513469941364,-0.7798354855525168
0.7309627112773188,-0.9928546738126448
0.8942812174399954,-0.6164693238151661
0.8043365521066632,-0.9422846414568604
0.3930766675020137,0.6224108179762976
0.5034005691187176,-0.0213647802495189
0.5598127967741585,-0.3670306649080626
0.1437186933370293,0.7851951364634057
0.9359121124822124,-0.3918817716435414
0.7912761344479491,-0.9665580043277524
0.458785878539299,0.2560714645011125
0.8539415302262225,-0.7942136843206937
0.4395105139109392,0.3709823643040013
0.734332600930253,-0.9951585794735844
0.793584546581224,-0.9627368989001048
0.7497616073804864,-0.9999988782004242
0.0288054119838828,0.1800032363584151
0.5353152997456014,-0.2200761878037412
0.9030776234496876,-0.5720321484194331
0.5287910634729367,-0.1799145538534473
0.335067085611459,0.8605273838222225
0.4665203849979065,0.2088106328397774
0.5951684642541698,-0.5629585210839254
0.9953565233280126,-0.0291716853591749
0.840105987973907,-0.8439709086970285
0.7259847867122227,-0.9886373804717296
0.3900750365317142,0.6370606462464399
0.8080675449407778,-0.9341775980513588
0.2124915994852171,0.9723575973320936
0.8189110934299318,-0.9077189497378976
0.6744642526037875,-0.8894732560499504
0.1140930626446914,0.6570266767720563
0.4508853013034501,0.3037219775177923
0.3636053191792986,0.7558772958513383
0.5352461159595592,-0.2196521300189444
0.9160881780188652,-0.5031444772429324
0.9391668958947634,-0.3729864462290014
0.4757132740094206,0.1520064524251182
0.1280980586195773,0.7207362621508039
0.5962164993860992,-0.5683886800726476
0.0660882222222445,0.4034137071358403
0.7923557380666754,-0.964796203169113
0.228421010518169,0.9908224547536664
0.1057513878850243,0.6166306174966327
0.125785272725437,0.7105870347632294
0.8931665286312422,-0.6219688005496298
0.9810587542879056,-0.1187306153960119
0.0678147025891134,0.41331570226085
0.0813315353643635,0.4890681586351846
0.4544513819821053,0.2822996402370806
0.976341126942454,-0.148106205321294
0.2002443273647866,0.951529784141014
0.7971251007562202,-0.9564829925153
0.7812175674682545,-0.9808250154679856
0.997212972530503,-0.0175105150833023
0.6877303801703046,-0.9244325068272748
0.5070424109658982,-0.0442343350117753
0.8381142282304845,-0.8506173358126945
0.1544712475530313,0.8252086320475807
0.5180393639144536,-0.1131021320685681
0.0335981845321504,0.2095391465690479
0.5837191460975011,-0.5020978896783702
0.0862338625337041,0.5156990290256219
0.7377344524517994,-0.997031830749714
0.2987935838224554,0.9533715618368278
0.9830614411010618,-0.1062273006732066
0.7960444990363968,-0.9584420613949624
0.4906309643993232,0.0588333931806626
0.5463381783839608,-0.2870553205131298
0.5615915389733352,-0.3774036956595066
0.4738961505905426,0.1632809481213387
0.7116323999204845,-0.971082900118148
0.7877551411804995,-0.9719944349949236
0.25518507099823,0.9994693590727232
0.0223296309674474,0.1398413704869256
0.6758275570446204,-0.8933550803838104
0.7755947065457642,-0.9870969055650902
0.1254978373578903,0.7093151513739953
0.9719600546643202,-0.1752701633020745
0.51592177729709,-0.0998726965248338
0.2314978750666065,0.993250310499657
0.6285698764823731,-0.7227881245064288
0.3570768630066231,0.7820899474057654
0.609363799609495,-0.6343388826553621
0.8067808250956826,-0.9370317251454076
0.4239123918717316,0.4600686728755006
0.1121144593179502,0.6476041192902715
0.2753436800784262,0.9873482325842516
0.7438543475871738,-0.999254561594014
0.7167876121924632,-0.9783053151938556
0.394087413205838,0.6174276640752921
0.0795282600411327,0.4791541627705751
0.1464807417214572,0.7958230814549456
0.9294398409201408,-0.4289612620130151
0.9279137699416548,-0.4376029997278671
0.8597048635972877,-0.7716939542321002
0.6974329909039374,-0.9459488958423292
0.7680016137905938,-0.993610166133926
